package	load_name	status	version	library_dir	source_type	profile	message
factoextra	factoextra	OK	2.0.0	/opt/mobior-full/site-library	cran;existing_library	full;library	
FactoMineR	FactoMineR	OK	2.14	/opt/mobior-full/site-library	cran;existing_library	full;library	
fansi	fansi	OK	1.0.7	/opt/mobior-full/site-library	existing_library	library	
farver	farver	OK	2.1.2	/usr/local/lib/R/site-library	existing_library	library	
fastmap	fastmap	OK	1.2.0	/usr/local/lib/R/site-library	existing_library	library	
fastmatch	fastmatch	OK	1.1.8	/opt/mobior-full/site-library	existing_library	library	
fastshap	fastshap	OK	0.1.1	/usr/local/lib/R/site-library	cran;existing_library	core;library	
fastVoteR	fastVoteR	OK	0.0.3	/opt/mobior-full/site-library	existing_library	library	
fgsea	fgsea	OK	1.38.0	/opt/mobior-full/site-library	bioconductor;existing_library	full;library	
filelock	filelock	OK	1.0.3	/opt/mobior-full/site-library	existing_library	library	
fillpattern	fillpattern	OK	1.0.3	/opt/mobior-full/site-library	existing_library	library	
findpython	findpython	OK	1.0.9	/opt/mobior-full/site-library	existing_library	library	
flashClust	flashClust	OK	1.1.4	/opt/mobior-full/site-library	existing_library	library	
flexmix	flexmix	OK	2.3.20	/usr/local/lib/R/site-library	existing_library	library	
FlexParamCurve	FlexParamCurve	OK	1.5.7	/opt/mobior-full/site-library	existing_library	library	
FNN	FNN	OK	1.1.4.1	/usr/local/lib/R/site-library	existing_library	library	
fontawesome	fontawesome	OK	0.5.3	/usr/local/lib/R/site-library	existing_library	library	
fontBitstreamVera	fontBitstreamVera	OK	0.1.1	/opt/mobior-full/site-library	existing_library	library	
fontLiberation	fontLiberation	OK	0.1.0	/opt/mobior-full/site-library	existing_library	library	
fontquiver	fontquiver	OK	0.2.1	/opt/mobior-full/site-library	existing_library	library	
forcats	forcats	OK	1.0.1	/usr/local/lib/R/site-library	cran;existing_library	core;library	
foreach	foreach	OK	1.5.2	/usr/local/lib/R/site-library	existing_library	library	
forecast	forecast	OK	9.0.2	/usr/local/lib/R/site-library	existing_library	library	
foreign	foreign	OK	0.8.91	/usr/lib/R/library	existing_library	library	
formatR	formatR	OK	1.14	/usr/local/lib/R/site-library	existing_library	library	
Formula	Formula	OK	1.2.5	/usr/local/lib/R/site-library	existing_library	library	
fpc	fpc	OK	2.2.14	/usr/local/lib/R/site-library	existing_library	library	
fracdiff	fracdiff	OK	1.5.4	/usr/local/lib/R/site-library	existing_library	library	
fs	fs	OK	2.1.0	/usr/local/lib/R/site-library	existing_library	library	
FSA	FSA	OK	0.10.1	/opt/mobior-full/site-library	existing_library	library	
fst	fst	OK	0.9.8	/opt/mobior-full/site-library	existing_library	library	
fstcore	fstcore	OK	0.10.0	/opt/mobior-full/site-library	existing_library	library	
futile.logger	futile.logger	OK	1.4.9	/usr/local/lib/R/site-library	existing_library	library	
futile.options	futile.options	OK	1.0.1	/usr/local/lib/R/site-library	existing_library	library	
future	future	OK	1.70.0	/usr/local/lib/R/site-library	cran;existing_library	core;library	
future.apply	future.apply	OK	1.20.2	/usr/local/lib/R/site-library	cran;existing_library	full;library	
gargle	gargle	OK	1.6.1	/opt/mobior-full/site-library	existing_library	library	
gdata	gdata	OK	3.0.1	/opt/mobior-full/site-library	existing_library	library	
gdtools	gdtools	OK	0.5.1	/opt/mobior-full/site-library	existing_library	library	
genefilter	genefilter	OK	1.94.0	/opt/mobior-full/site-library	bioconductor;existing_library	full;library	
generics	generics	OK	0.1.4	/usr/local/lib/R/site-library	existing_library	library	
GenomeInfoDb	GenomeInfoDb	OK	1.48.0	/opt/mobior-full/site-library	existing_library	library	
GenomeInfoDbData	GenomeInfoDbData	OK	1.2.15	/opt/mobior-full/site-library	existing_library	library	
GenomicRanges	GenomicRanges	OK	1.64.0	/usr/local/lib/R/site-library	existing_library	library	
gert	gert	OK	2.3.1	/opt/mobior-full/site-library	existing_library	library	
getopt	getopt	OK	1.21.1	/opt/mobior-full/site-library	existing_library	library	
GetoptLong	GetoptLong	OK	1.1.1	/opt/mobior-full/site-library	existing_library	library	
ggalluvial	ggalluvial	OK	0.12.6	/opt/mobior-full/site-library	existing_library	library	
ggbeeswarm	ggbeeswarm	OK	0.7.3	/usr/local/lib/R/site-library	existing_library	library	
ggcorrplot	ggcorrplot	OK	0.1.4.1	/opt/mobior-full/site-library	existing_library	library	
ggfittext	ggfittext	OK	0.10.3	/usr/local/lib/R/site-library	existing_library	library	
ggforce	ggforce	OK	0.5.0	/usr/local/lib/R/site-library	existing_library	library	
ggfortify	ggfortify	OK	0.4.19	/opt/mobior-full/site-library	cran;existing_library	full;library	
ggfun	ggfun	OK	0.2.0	/opt/mobior-full/site-library	existing_library	library	
gggenes	gggenes	OK	0.6.0	/usr/local/lib/R/site-library	existing_library	library	
ggh4x	ggh4x	OK	0.3.1	/opt/mobior-full/site-library	existing_library	library	
gghalves	gghalves	OK	0.1.4	/opt/mobior-full/site-library	cran;existing_library	full;library	
ggiraph	ggiraph	OK	0.9.6	/opt/mobior-full/site-library	existing_library	library	
ggnewscale	ggnewscale	OK	0.5.2	/usr/local/lib/R/site-library	existing_library	library	
ggplot2	ggplot2	OK	4.0.3	/usr/local/lib/R/site-library	cran;existing_library	core;library	
ggplotify	ggplotify	OK	0.1.3	/opt/mobior-full/site-library	existing_library	library	
ggpubr	ggpubr	OK	0.6.3	/usr/local/lib/R/site-library	cran;existing_library	core;library	
ggraph	ggraph	OK	2.2.2	/usr/local/lib/R/site-library	cran;existing_library	core;library	
ggrastr	ggrastr	OK	1.0.2	/usr/local/lib/R/site-library	existing_library	library	
ggrepel	ggrepel	OK	0.9.8	/usr/local/lib/R/site-library	cran;existing_library	full;library	
ggsci	ggsci	OK	5.0.0	/usr/local/lib/R/site-library	existing_library	library	
ggside	ggside	OK	0.4.1	/usr/local/lib/R/site-library	cran;existing_library	core;library	
ggsignif	ggsignif	OK	0.6.4	/usr/local/lib/R/site-library	existing_library	library	
ggstatsplot	ggstatsplot	OK	1.0.0	/opt/mobior-full/site-library	cran;existing_library	full;library	
ggtangle	ggtangle	OK	0.1.2	/opt/mobior-full/site-library	existing_library	library	
ggtext	ggtext	OK	0.1.2	/opt/mobior-full/site-library	existing_library	library	
ggtree	ggtree	OK	4.2.0	/opt/mobior-full/site-library	existing_library	library	
ggvenn	ggvenn	OK	0.1.19	/opt/mobior-full/site-library	cran;existing_library	full;library	
gh	gh	OK	1.6.0	/opt/mobior-full/site-library	existing_library	library	
gitcreds	gitcreds	OK	0.1.2	/opt/mobior-full/site-library	existing_library	library	
glasso	glasso	OK	1.11	/opt/mobior-full/site-library	existing_library	library	
gld	gld	OK	2.6.8	/usr/local/lib/R/site-library	existing_library	library	
glmnet	glmnet	OK	5.0	/usr/local/lib/R/site-library	cran;existing_library	core;library	
GlobalAncova	GlobalAncova	OK	4.30.0	/opt/mobior-full/site-library	bioconductor;existing_library	full;library	
GlobalOptions	GlobalOptions	OK	0.1.4	/opt/mobior-full/site-library	existing_library	library	
globals	globals	OK	0.19.1	/usr/local/lib/R/site-library	existing_library	library	
globaltest	globaltest	OK	5.66.0	/opt/mobior-full/site-library	bioconductor;existing_library	full;library	
glue	glue	OK	1.8.1	/usr/local/lib/R/site-library	existing_library	library	
gmodels	gmodels	OK	2.19.1	/opt/mobior-full/site-library	cran;existing_library	full;library	
gmp	gmp	OK	0.7.5.1	/opt/mobior-full/site-library	existing_library	library	
GO.db	GO.db	OK	3.23.1	/opt/mobior-full/site-library	existing_library	library	
googledrive	googledrive	OK	2.1.2	/opt/mobior-full/site-library	existing_library	library	
googlesheets4	googlesheets4	OK	1.1.2	/opt/mobior-full/site-library	existing_library	library	
GOSemSim	GOSemSim	OK	2.38.0	/opt/mobior-full/site-library	existing_library	library	
gower	gower	OK	1.0.2	/opt/mobior-full/site-library	existing_library	library	
GPArotation	GPArotation	OK	2026.4.1	/opt/mobior-full/site-library	existing_library	library	
gplots	gplots	OK	3.3.0	/usr/local/lib/R/site-library	existing_library	library	
graph	graph	OK	1.90.0	/opt/mobior-full/site-library	existing_library	library	
graphics	graphics	OK	4.6.0	/usr/lib/R/library	existing_library	library	
graphlayouts	graphlayouts	OK	1.2.3	/usr/local/lib/R/site-library	existing_library	library	
grDevices	grDevices	OK	4.6.0	/usr/lib/R/library	existing_library	library	
grid	grid	OK	4.6.0	/usr/lib/R/library	existing_library	library	
gridExtra	gridExtra	OK	2.3	/usr/local/lib/R/site-library	existing_library	library	
gridGraphics	gridGraphics	OK	0.5.1	/opt/mobior-full/site-library	existing_library	library	
gridtext	gridtext	OK	0.1.6	/usr/local/lib/R/site-library	existing_library	library	
grImport2	grImport2	OK	0.3.3	/opt/mobior-full/site-library	existing_library	library	
GSEABase	GSEABase	OK	1.74.0	/opt/mobior-full/site-library	existing_library	library	
GseaVis	GseaVis	MISSING			github	full	不存在叫‘GseaVis’这个名称的程序包
gsl	gsl	OK	2.1.9	/usr/local/lib/R/site-library	existing_library	library	
gson	gson	OK	0.1.0	/opt/mobior-full/site-library	existing_library	library	
gtable	gtable	OK	0.3.6	/usr/local/lib/R/site-library	existing_library	library	
gtools	gtools	OK	3.9.5	/usr/local/lib/R/site-library	existing_library	library	
hardhat	hardhat	OK	1.4.3	/opt/mobior-full/site-library	existing_library	library	
harmony	harmony	OK	2.0.4	/opt/mobior-full/site-library	cran	full	
haven	haven	OK	2.5.5	/usr/local/lib/R/site-library	existing_library	library	
hdf5r	hdf5r	OK	1.3.12	/opt/mobior-full/site-library	cran	full	
highr	highr	OK	0.12	/usr/local/lib/R/site-library	existing_library	library	
highs	highs	OK	1.14.0.2	/opt/mobior-full/site-library	existing_library	library	
Hmisc	Hmisc	OK	5.2.5	/usr/local/lib/R/site-library	existing_library	library	
hms	hms	OK	1.1.4	/usr/local/lib/R/site-library	existing_library	library	
htmlTable	htmlTable	OK	2.5.0	/usr/local/lib/R/site-library	existing_library	library	
htmltools	htmltools	OK	0.5.9	/usr/local/lib/R/site-library	existing_library	library	
htmlwidgets	htmlwidgets	OK	1.6.4	/usr/local/lib/R/site-library	existing_library	library	
httpuv	httpuv	OK	1.6.17	/opt/mobior-full/site-library	existing_library	library	
httr	httr	OK	1.4.8	/usr/local/lib/R/site-library	cran;existing_library	full;library	
httr2	httr2	OK	1.2.2	/opt/mobior-full/site-library	existing_library	library	
hunspell	hunspell	OK	3.0.6	/opt/mobior-full/site-library	existing_library	library	
hypergeo	hypergeo	OK	1.2.14	/opt/mobior-full/site-library	existing_library	library	
ids	ids	OK	1.0.1	/opt/mobior-full/site-library	existing_library	library	
igraph	igraph	OK	2.3.2	/usr/local/lib/R/site-library	existing_library	library	
impute	impute	OK	1.86.0	/opt/mobior-full/site-library	bioconductor;existing_library	full;library	
ini	ini	OK	0.3.1	/opt/mobior-full/site-library	existing_library	library	
insight	insight	OK	1.5.1	/opt/mobior-full/site-library	existing_library	library	
interp	interp	OK	1.1.6	/opt/mobior-full/site-library	existing_library	library	
ipred	ipred	OK	0.9.15	/opt/mobior-full/site-library	existing_library	library	
IRanges	IRanges	OK	2.46.0	/usr/local/lib/R/site-library	existing_library	library	
irlba	irlba	OK	2.3.7	/usr/local/lib/R/site-library	existing_library	library	
isoband	isoband	OK	0.3.0	/usr/local/lib/R/site-library	existing_library	library	
ISOcodes	ISOcodes	OK	2026.3.28	/opt/mobior-full/site-library	existing_library	library	
iterators	iterators	OK	1.0.14	/usr/local/lib/R/site-library	existing_library	library	
janeaustenr	janeaustenr	OK	1.0.0	/opt/mobior-full/site-library	existing_library	library	
jpeg	jpeg	OK	0.1.11	/usr/local/lib/R/site-library	existing_library	library	
jquerylib	jquerylib	OK	0.1.4	/usr/local/lib/R/site-library	existing_library	library	
jsonlite	jsonlite	OK	2.0.0	/usr/local/lib/R/site-library	existing_library	library	
kableExtra	kableExtra	OK	1.4.0	/opt/mobior-full/site-library	cran;existing_library	full;library	
KEGG.db	KEGG.db	MISSING			local_or_generated	full	不存在叫‘KEGG.db’这个名称的程序包
KEGGgraph	KEGGgraph	OK	1.72.0	/opt/mobior-full/site-library	bioconductor;existing_library	full;library	
KEGGREST	KEGGREST	OK	1.52.0	/opt/mobior-full/site-library	bioconductor;existing_library	full;library	
kernelshap	kernelshap	OK	0.9.1	/usr/local/lib/R/site-library	cran;existing_library	core;library	
kernlab	kernlab	OK	0.9.33	/usr/local/lib/R/site-library	existing_library	library	
KernSmooth	KernSmooth	OK	2.23.26	/usr/lib/R/library	existing_library	library	
keyring	keyring	OK	1.4.1	/opt/mobior-full/site-library	existing_library	library	
kknn	kknn	OK	1.4.1	/usr/local/lib/R/site-library	cran;existing_library	core;library	
knitr	knitr	OK	1.51	/usr/local/lib/R/site-library	existing_library	library	
kSamples	kSamples	OK	1.2.12	/usr/local/lib/R/site-library	cran;existing_library	core;library	
labeling	labeling	OK	0.4.3	/usr/local/lib/R/site-library	existing_library	library	
lambda.r	lambda.r	OK	1.2.4	/usr/local/lib/R/site-library	existing_library	library	
lamW	lamW	OK	2.2.7	/opt/mobior-full/site-library	existing_library	library	
languageserver	languageserver	OK	0.3.18	/opt/mobior-full/site-library	existing_library	library	
later	later	OK	1.4.8	/opt/mobior-full/site-library	existing_library	library	
lattice	lattice	OK	0.22.7	/usr/lib/R/library	existing_library	library	
latticeExtra	latticeExtra	OK	0.6.31	/opt/mobior-full/site-library	existing_library	library	
lava	lava	OK	1.9.1	/opt/mobior-full/site-library	existing_library	library	
lazyeval	lazyeval	OK	0.2.3	/usr/local/lib/R/site-library	existing_library	library	
leaps	leaps	OK	3.2	/opt/mobior-full/site-library	existing_library	library	
lgr	lgr	OK	0.5.2	/usr/local/lib/R/site-library	cran;existing_library	core;library	
lifecycle	lifecycle	OK	1.0.5	/usr/local/lib/R/site-library	existing_library	library	
lightgbm	lightgbm	OK	4.6.0	/usr/local/lib/R/site-library	cran;existing_library	core;library	
limma	limma	OK	3.68.4	/opt/mobior-full/site-library	bioconductor;existing_library	full;library	
linkXTS	linkXTS	MISSING			existing_library	library	不存在叫‘linkXTS’这个名称的程序包
lintr	lintr	OK	3.3.0.1	/opt/mobior-full/site-library	existing_library	library	
listenv	listenv	OK	0.10.1	/usr/local/lib/R/site-library	existing_library	library	
litedown	litedown	OK	0.9	/usr/local/lib/R/site-library	existing_library	library	
littler	littler	OK	0.3.23	/opt/mobior-full/site-library	existing_library	library	
lme4	lme4	OK	2.0.1	/usr/local/lib/R/site-library	existing_library	library	
